distributor_code,distributor_name,account_profile_class,report_month,commission_owed,amount_paid,amount_unpaid,payment_rate,payment_status,payment_channel,payment_date,exception_flag,data_source
379085,Goldville Communications Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
341066,Isa Ringim Global Service Nig Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
329068,Beensade Digital Services Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350065,Olakem Atlanta International Inv Nig Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
374077,Grand Peculiar Ventures Ltd,PENTAGON FRANCHISE,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
332066,Mire-Eng World Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365114,Kurna Rahama International Communication Ltd,PENTAGON FRANCHISE,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
382115,Carl Dave Consultants Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358071,Gitech Global Ventures Ltd,PENTAGON FRANCHISE,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
332061,Real Grace Integrated  Communications,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19387,Silverline Global Concept Ltd,CONNECT STORES,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
327086,Osaaz Communication,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400086,Stephprisca Solutions Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
339062,D-Abbas Communication Services,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400093,Tomuyi Telecoms and Services Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
356068,Fresh Beginners Integrated Nigeria Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
322063,Orji Don C Global Ltd,PENTAGON FRANCHISE,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
416149,Zikobless Telecommunications Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19964,Ringo Telecommunications Ltd,DEALER,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
347059,BHD World Resources Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
71046,Jem-Jem Ventures Nigeria Ltd,SIM REG AGENCY,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19660,Kadick Integrated Ltd,DEALER,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
377070,Natabamik Enterprises,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
408086,Abu Hafssat Communication Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350062,V-Lite Solutions Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
393084,J Best Global Interlink Ventures Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295077,Hamivicc Nig Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
328066,Abokin Kowa World Communication Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353068,Erintel International Nigeria Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
334060,Aerizo Network Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
322064,Emmanuelsmith Communications Ltd,PENTAGON FRANCHISE,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
107032,Systreame Nigeria Ltd,ENTERPRISE BUSINESS,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379105,Utility Services Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
366073,Dan01 Communication Ltd,PENTAGON FRANCHISE,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
368082,Muzik Global Investment Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19676,Lampholder Global Network Ltd,DATA PARTNERS,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19380,Sandabe Connect Ltd,CONNECT STORES,202602,1255.81,753.49,502.32,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
342070,Sammylite Nigeria Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379076,Marshal Uche Communication Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19606,Omega Multi Continental Resources Ltd,CONNECT STORES,202602,1255.81,1130.23,125.58,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
344067,Shalom P Global Services Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
386071,SEA Synergies Concept Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
328069,Samwheels Nigeria Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
367087,Seed of Moses Services Nigeria Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
366070,Miebest Industries Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21283,Golden Rule Communications Ltd,DEALER,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
405089,Maple Telecomms Ltd,DEALER,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365101,Geemorn Communication International Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365121,Ultimate Real John Johnson Global Ltd,PENTAGON FRANCHISE,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19870,Benjee Communication Nigeria Ltd,DEALER,202602,1255.81,1130.23,125.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
322062,Hamza 1 Communication Magama Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
19840,Data Clinic Nigeria Ltd,CONNECT STORES,202602,0.0,0.0,0.0,0.2,FULLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-25,ALL_UNQUALIFIED,SIMULATED
341062,Alphatel Communication,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
349083,Rakaal Integrated Services Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
430148,Texver Investment Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
391084,Maimunat Communication Enterprises,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
350066,Simworld Telecoms Ltd,ENTERPRISE BUSINESS,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
19946,E-Ikrax Ventures Ltd,CONNECT STORES,202602,0.0,0.0,0.0,0.2,FULLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-25,ALL_UNQUALIFIED,SIMULATED
19398,Starbiz Lynk Ventures Ltd,CONNECT STORES,202602,0.0,0.0,0.0,0.2,FULLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-25,ALL_UNQUALIFIED,SIMULATED
357075,Oya-Excel Integrated Services Ltd,FIXED BROADBAND,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
296062,Yoly Nigeria Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
356084,Jubicom Global Communications Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
338059,Dio Associates Integrated Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
19514,Jons Ndy Ltd,DEALER,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
19982,Kakudi Facility Services Ltd,DATA PARTNERS,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
19401,Starbiz Lynk Ventures Ltd,CONNECT STORES,202602,0.0,0.0,0.0,0.2,FULLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-25,ALL_UNQUALIFIED,SIMULATED
281059,Kanka Multi-Services Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
357095,Oya-Excel Integrated Services Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
322058,Verse I.T Services Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
328063,Nazeer Communication and Enterprises Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
280062,Emnet Communication Nig Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
357094,Nahadiz Global Services,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
327082,Lace Jewelry International Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
349073,BBG Global Telecommunications Company Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
334058,G.N.M Communication Nigeria Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
405090,Telecoms Distribution Services Ltd,DEALER,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
379075,Maiwuya Hi Tech Ltd,PENTAGON FRANCHISE,202602,0.0,0.0,0.0,0.2,FULLY_PAID,BANK_TRANSFER,2026-03-25,ALL_UNQUALIFIED,SIMULATED
74050,Nestobar Nigeria Ltd,FIXED BROADBAND,202603,1140192.85,1026173.57,114019.28,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296065,CCA Links Ltd,ENTERPRISE BUSINESS,202603,920811.58,368324.63,552486.95,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
98052,Movil Telecom Ltd,FIXED BROADBAND,202603,914510.6499999999,823059.58,91451.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
73037,Stephprisca Solutions Ltd,ENTERPRISE BUSINESS,202603,818510.4199999999,736659.38,81851.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19392,Speakeezee Connect Ltd,CONNECT STORES,202603,616073.9099999999,554466.52,61607.39,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
88031,Emnet Communication Nig Ltd,FIXED BROADBAND,202603,614889.8899999999,553400.9,61488.99,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
90032,Meridek Resources International Ltd,FIXED BROADBAND,202603,600183.11,540164.8,60018.31,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19477,Samanny Infotech Services Ltd,CONNECT STORES,202603,558389.72,502550.75,55838.97,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
213044,S. Mobile Netzone Ltd,CONNECT STORES,202603,514949.94999999995,463454.95,51495.0,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
357063,Vastlead Ltd,FIXED BROADBAND,202603,509546.8599999999,458592.17,50954.69,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
69031,Vastlead Ltd,DATA PARTNERS,202603,472396.8399999999,425157.16,47239.68,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19657,WADHINO GLOBAL BUSINESS LTD,DATA PARTNERS,202603,430960.95999999996,387864.86,43096.1,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
205044,Acmesynergy Ltd,FIXED BROADBAND,202603,426093.8899999999,383484.5,42609.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19664,Kashmir Global And Communications Ltd,DATA PARTNERS,202603,423850.39999999997,381465.36,42385.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19562,Unbeatable Communications Ltd,DATA PARTNERS,202603,392929.67000000004,157171.87,235757.8,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
379100,Tivos Technology Ltd,FIXED BROADBAND,202603,366457.22,329811.5,36645.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
98053,Kaysmos Logistics Network Ltd,FIXED BROADBAND,202603,365084.44000000006,328576.0,36508.44,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19948,El-Ruson Network Services Ltd,DATA PARTNERS,202603,363047.14,326742.43,36304.71,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311069,Kashmir Global And Communications Ltd,FIXED BROADBAND,202603,359023.08,323120.77,35902.31,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19793,Assotel Connect Ltd,CONNECT STORES,202603,330769.86,297692.87,33076.99,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19958,Glory Technology Ltd,CONNECT STORES,202603,318463.14,286616.83,31846.31,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19647,Bexel Worldwide Company Ltd,CONNECT STORES,202603,305123.47,274611.12,30512.35,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19357,Meridek Resources International Ltd,DATA PARTNERS,202603,300563.08999999997,270506.78,30056.31,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19618,Phone Index Ltd,CONNECT STORES,202603,298693.63999999996,268824.28,29869.36,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
369075,3Chub Brand Management Ltd,FIXED BROADBAND,202603,289216.49,260294.84,28921.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
110035,Corporate Extension Services Ltd,FIXED BROADBAND,202603,288473.73999999993,115389.5,173084.24,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
95040,Oluedo Nigeria Ltd,FIXED BROADBAND,202603,281363.22,253226.9,28136.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19785,Alhamed-Ola Global Telecom Ltd,DATA PARTNERS,202603,272053.68,244848.31,27205.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19478,Samanny Infotech Services Ltd,CONNECT STORES,202603,269218.07999999996,242296.27,26921.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19810,Barcutt Investment Ltd,CONNECT STORES,202603,265188.1699999999,238669.35,26518.82,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
250047,S.Mobile Communication base Ltd,FIXED BROADBAND,202603,261995.53999999995,235795.99,26199.55,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19372,Moonwalker Connect Ltd,CONNECT STORES,202603,261488.11,235339.3,26148.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19839,Data Clinic Nigeria Ltd,CONNECT STORES,202603,246362.49999999997,98545.0,147817.5,0.4,DISPUTED,MTN_INTERNAL_SETTLEMENT,,CONFIRMED_MISMATCH,SIMULATED
409091,Tivos Technology Ltd,PENTAGON FRANCHISE,202603,245301.57999999996,98120.63,147180.95,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
19643,Pure Silver Communications Ltd,CONNECT STORES,202603,244744.05,220269.64,24474.41,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19649,Bexel Worldwide Company Ltd,CONNECT STORES,202603,244638.02,220174.22,24463.8,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19554,Tunnet Ventures Ltd,DATA PARTNERS,202603,239396.78999999998,215457.11,23939.68,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21276,Nestobar Nigeria Ltd,ENTERPRISE BUSINESS,202603,233798.70999999996,210418.84,23379.87,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
254048,Toldex Concept Global Technology Ltd,ENTERPRISE BUSINESS,202603,232180.13999999998,92872.06,139308.08,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
379102,Ciada Links Telecommunications Ltd,FIXED BROADBAND,202603,225063.84999999995,202557.46,22506.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19367,Moonwalker Connect Ltd,CONNECT STORES,202603,219677.94999999995,87871.18,131806.77,0.4,DISPUTED,MTN_INTERNAL_SETTLEMENT,,CONFIRMED_MISMATCH,SIMULATED
19808,Bailord Ltd,DATA PARTNERS,202603,217372.87999999998,195635.59,21737.29,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
98048,Ug Systems Ltd,FIXED BROADBAND,202603,215162.21999999994,193646.0,21516.22,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19761,Equinox Intergrated Concept Ltd,DATA PARTNERS,202603,211088.28000000003,189979.45,21108.83,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
74051,Almond Seal Nig Ltd,FIXED BROADBAND,202603,210507.50999999998,189456.76,21050.75,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19494,Nicanor Nigeria Ltd,DATA PARTNERS,202603,208051.76,187246.58,20805.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21258,Multimesh Technology Ltd,CONNECT STORES,202603,207432.43000000002,186689.19,20743.24,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
265054,Olumajek IT Continental Ltd,FIXED BROADBAND,202603,202085.25000000003,181876.73,20208.52,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337088,Dispro Nigeria Ltd,PENTAGON FRANCHISE,202603,199673.88999999996,79869.56,119804.33,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
78073,Aerizo Network Ltd,FIXED BROADBAND,202603,198786.55,178907.89,19878.66,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19437,Iq Technologies Ltd,CONNECT STORES,202603,198116.99999999997,178305.3,19811.7,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
97095,J5 World Ventures Ltd,FIXED BROADBAND,202603,196643.34,176979.01,19664.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19597,Odl Telecommunications Ltd,CONNECT STORES,202603,192987.66999999998,173688.9,19298.77,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
336060,C and C Mega Communication Services Ltd,FIXED BROADBAND,202603,191313.27,172181.94,19131.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19355,Mec- Hall Ltd,CONNECT STORES,202603,190420.19999999998,171378.18,19042.02,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19555,Turab Services Integrated Ltd,CONNECT STORES,202603,189432.4,170489.16,18943.24,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19461,Wolid International Services Ltd,CONNECT STORES,202603,186814.69,168133.22,18681.47,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19648,Bexel Worldwide Company Ltd,CONNECT STORES,202603,180530.16999999998,162477.15,18053.02,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19632,Premium First Yisab Nigeria Ltd,CONNECT STORES,202603,180530.07,162477.06,18053.01,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19818,Ephybrand Connect Ltd,CONNECT STORES,202603,178442.63,160598.37,17844.26,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19382,Saravcom Ltd,DATA PARTNERS,202603,178018.40999999997,160216.57,17801.84,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
255075,Kajik Joined Services Ltd,FIXED BROADBAND,202603,177906.44999999995,160115.8,17790.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21259,Multimesh Technology Ltd,CONNECT STORES,202603,177024.86000000004,159322.37,17702.49,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
291067,Omani Gallery Ltd,ENTERPRISE BUSINESS,202603,175925.3,158332.77,17592.53,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
214045,Merit Logistic Mobile Communication Ltd,FIXED BROADBAND,202603,175344.76999999996,157810.29,17534.48,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19523,Richson Networks Ltd,DATA PARTNERS,202603,174926.1,157433.49,17492.61,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21260,Multimesh Technology Ltd,CONNECT STORES,202603,173575.66,156218.09,17357.57,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19698,Circle Star Communication Ltd,DATA PARTNERS,202603,172726.95999999996,155454.26,17272.7,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
90031,Ori Communications Ltd,FIXED BROADBAND,202603,168959.52999999997,152063.58,16895.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19366,Moonwalker Connect Ltd,CONNECT STORES,202603,164784.96999999997,148306.47,16478.5,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19513,Jocose Ltd,DATA PARTNERS,202603,163685.47,147316.92,16368.55,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19781,Alennsar Infinity Company Nig Ltd,DEALER,202603,163635.25,98181.15,65454.1,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
232044,Nastech and Associates Ltd,FIXED BROADBAND,202603,162418.13999999996,146176.33,16241.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
395095,Cura Communications Services Ltd,CONNECT HUB,202603,160598.95,144539.06,16059.89,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19420,Movingstar Communications Ltd,DATA PARTNERS,202603,160168.86,144151.97,16016.89,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
255073,Zoom Communication Ltd,ENTERPRISE BUSINESS,202603,159543.88000000003,143589.49,15954.39,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
74049,Ramson International Communication And Trade Ltd,ENTERPRISE BUSINESS,202603,158868.62,142981.76,15886.86,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19609,Optimum Voice Ltd,CONNECT STORES,202603,157925.40999999997,142132.87,15792.54,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
353061,Precious Nigeria Ltd,FIXED BROADBAND,202603,154308.52,138877.67,15430.85,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
121038,CCA Links Ltd,FIXED BROADBAND,202603,153002.44999999998,137702.2,15300.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
215043,Uchmanody Nig Ltd,FIXED BROADBAND,202603,150803.30999999997,135722.98,15080.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19345,Magron Communications Ltd,CONNECT STORES,202603,148928.21,134035.39,14892.82,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19594,Odl Telecommunications Ltd,CONNECT STORES,202603,148135.49999999997,133321.95,14813.55,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
107037,Rightnet System Ltd,FIXED BROADBAND,202603,147404.38999999998,132663.95,14740.44,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
65032,Wolid International Services Ltd,CONNECT HUB,202603,146522.68,131870.41,14652.27,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19969,Sapphire Virtual Networks Ltd,DATA PARTNERS,202603,145936.37999999998,131342.74,14593.64,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19501,Nother Global Ltd,DATA PARTNERS,202603,145367.23,130830.51,14536.72,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
